likes,status,text
0,0,"а я был в новой для себя точке, на пересечении полюстровского и кондратьевского, вообще благодать, тихо, комфортно, удивлен был наличаем туалета и полноценного столика со скамейками. суши были вполне достойны и пиво холодным, все ок!!! хорошая точка."
0,2,"Уважаемый Андрей Сиделёв!Спасибо Вам, что выбираете наши магазины. Заходите к нам чаще. Мы всегда накормим Вас вкусными роллами.  С уважением, СушиWok."
0,2,"Уважаемая Ляйсан Сахапова! Данная акция действовала до 31.05.2014.   С уважением, СушиWok."
2,0,Когда в других городах будет обновление? Зашли на сайт питерский спрос то сказка. Тоже хотим новые сеты и борщ))))
0,2,"Уважаемая Александра Богданова!Благодарим за оказанное внимание. Летнее обновление меню ожидается  05.06.2014 г. Обещаем порадовать Вас весьма оригинальными новинками!  С уважением, СушиWok."
0,2,"Уважаемый Дмитрий Демичев! В настоящее время открытие магазинов в Вашем городе не планируется. Но, мы обязательно примем во внимание Ваше пожелание по поводу расширения границ доставки, и постараемся сделать все возможное для Вашего удовольствия!  С уважением, СушиWok."
0,0,"Здравствуйте, подскажите  карта друга  действует в том городе, где выдали или во всех городах?"
0,2,"Уважаемая Lana Del! Карта Друга действительна только в том городе, где она была выдана.   С уважением, СушиWok."
0,0,"Скажите, какого числа будет открытие в г. Железнодорожном? Вывеска уже висит) на сайте информацию не нашла"
0,2,"Уважаемая Ксения Миронова!На данный момент точная дата открытия магазина не известна. Как только ситуация прояснится, мы обязательно оповестим об этом наших дорогих клиентов.  С уважением, СушиWok."
0,0,"Сегодня заказ сделали на Светлановском 66,все быстро и вкусно,спасибо!"
0,2,"Уважаемая Мария Романова!Спасибо за отзыв. Рады стараться для Вас! Надеемся, что Вы обратитесь к нам еще не один раз!  С уважением, СушиWok."
0,0,"Здравствуйте!я у вас часто заказываю доставку на дом,карта друга есть.заказываю на разные адреса,но с одного номера телефона.карта прикрепляется к номеру?просто сегодня хотела сделать заказ,а карту забыла дома,номер ее не помню"
0,2,"Уважаемая Ксения Грачёва! Да, Карта Друга прикрепляется к номеру телефона. Вы можете оформить заказ, назвав номер телефона, к которому привязана Ваша карта. С нетерпением ждем от Вас заказов.  С уважением, СушиWok."
0,0,"раньше при заказе более 700 руб был подарок,а сейчас ?"
0,2,"Уважаемая Лена Румянцева! При заказе от 700 руб. Вы можете получить  роллы Филадельфия в масаго или Калифорния в красной масаго в подарок.   С уважением, СушиWok."
1,0,Цены опять повысились(
0,2,"Уважаемая Катюшка Феськова!  Стоимость блюд изменилась из за повышения  закупочной стоимости ингредиентов, используемых при приготовлении продукции. Благодарим за понимание.   С уважением, СушиWok."
0,0,Когда же откроется Суши Вок в Краснодаре? Очень ждем!
0,2,"Уважаемая Надежда Щеглова! Очень приятно, что Вы с нетерпением ждете открытия наших магазинов в вашем городе. Мы сделаем все возможное, чтобы в ближайшее время  радовать Вас своей продукцией.  С уважением, СушиWok."
0,0,а в Томске не планируется открытие?
0,2,"Дорогие друзья! Мы ежедневно прикладываем все возможные усилия, чтобы радовать Вас отличным сервисом и высоким качеством продукции во всех уголках нашей необъятной родины. Надеемся, что в ближайшее время мы сможем порадовать и Вас открытием наших новых магазинов в многих городах. Благодарим Вас за поддержку!  С уважением, СушиWok."
0,2,"Здравствуйте, такая ситуация, не знаю что делать, украли вашу карточку друга, там уже 32  на ней, можно ее восстановить??? Заранее спасибо."
0,2,"Уважаемая Алёна Дедух! Максимальная скидка по  Карте Друга  составляет 20 . К сожалению, данная карта восстановлению не подлежит.  С уважением, СушиWok."
0,0,"Заказали сегодня суши и 2 коробочки вок, привезли когда, одна из коробочек протикла, позвонили сказали поменяют, привезли еще раз все было протекшее, опять позвонила пообещали роллы в подарок и вок привезли хороший, очень острый все как я люблю, спасибо за оперативность:)"
0,2,"Света Леонова! Ещё раз примите наши извинения! Увы, ошибки случаются, но мы стараемся, как можно быстрее из исправить.   С уважением. СушиWok."
3,0,верните в меня фреш ролл!!!очень вкусный и не дорогой!!кто за лайк ставим!
0,2,"Уважаемая Любовь Новикова! Да, 1 июня произошло летнее обновление меню. Сожалеем, что  Фреш ролл не остался в ассортименте.  Однако новое меню очень разнообразное, и надеемся Вы найдете вновь ваш любимый ролл и оцените по достоинству наши новинки!  С уважением,СушиWok."
0,0,"СушиWok , а планируется открытие магазинов в городах как Мегион и Нижневартовск ? Вас там очень ждут"
0,2,"Уважаемый Виктор Сизов! Мы постоянно расширяемся, но в ближайшее время открытие магазинов в городах  Мегион и Нижневартовск не планируется, как только мы примем решение обслуживать эти города, информация появится на нашем сайте.  С уважением, СушиWok."
0,2,С чем связано резкое поднятие цен на основные позиции?
0,2,"Уважаемый Кирилл Козлов! Стоимость блюд изменилась из за повышения закупочной стоимости ингредиентов, используемых при приготовлении продукции. Благодарим Вас за понимание.  С уважением, СушиWok."
0,0,"Здравсьвуйте, коллеги. Мы ваши постоянные заказчики. За время нашей трепетной любви и дружбы бывало всякое. Но  все по мелочам. По факту   мы с вами, значит нас все устраивает))  Есть парочка вопросов. Где обозначены объемы веса сопутствующих товаров: соус, васаби, имбирь!? Могу ли я, заказывая с собой попросить, чтобы, например, филадельфия и филадельфия с угрем были в одном боксе, невада в другом, а подарок в третьем!?  И очень прошу, как то мотивировать администратора на Лесном быть немного внимательнее к заказчикам)) конкретно: чек на 740 руь, подарок  тонко намекали, соус   одна бутылочка, разбавленноый до цвета крепкого чая((, имбирь и васаби в крошечных контейнерах. Но мы вас все равно любим))"
0,2,"Уважаемая Наталия Горбачёва!Благодарим Вас за такой конструктивный отзыв! Мы прилагаем максимальные  усилия, чтобы сервис и качество нашей продукции были всегда на высоте. Но, к сожалению, в современном мире никто не застрахован от ошибок.  Если возникают какие   либо замечания по работе нашей компании лучше сразу звоните нам, наши менеджеры всегда помогут найти компромиссное решение и ответить на все вопросы. Что касается сопутствующих товаров, по правилам нашей компании, к заказу бесплатно прилагается: 7 грамм имбиря и 3 грамма васаби из расчета на 1 ролл. Также Вы можете приобрести дополнительную порцию весом 30 грамм за 30 рублей. Данную информацию Вы можете найти на нашем официальном сайте, в разделе  Дополнительно .  Надеемся, что в дальнейшем Вы будете наслаждаться заказами в нашей сети!  С уважением, СушиWok."
0,0,"ВЕРНИТЕ ФРЕШ РОЛЛ!!! Ничего кроме него не заказывали последние 3 месяца. И, к сожалению, ничего не заказываем. Альтернативы ему нет. Все вкусные роллы убрали. Сначала  Весну , потом ещё несколько очень вкусных запечённых роллов(не помню названия). И наконец   фреш ролл. Теперь совесем нечего заказать. Расстраиваете..."
0,2,"Уважаемая Любовь Будаева! Спасибо за Ваш отзыв. 1 июня произошло летнее обновление меню. Сожалеем, что Ваш любимый ролл не остался в ассортименте. Однако новое меню очень разнообразное, каждый сможет найти для себя что то по вкусу.   С уважением, СушиWok."
0,0,"Ждал ждал бурито в сырной лепешке,так и не дождался:(  и так уже все перепробовали. Надеюсь, в скором времени появятся,а то приходится брать отдельно "
1,2,Славный Обзор. https: www.youtube.com watch?v XeGRGr2cpeA
0,2,"Уважаемый Виктор Кузьмин! Спасибо за Ваш отзыв. Мы обязательно примем во внимание Ваше пожелание и постараемся сделать все возможное для Вашего удовольствия.  С уважением, СушиWok."
0,2,"Уважаемый Александр Бобко! Спасибо Вам за столь конструктивное видео.  Мы прилагаем все усилия, чтобы сервис и качество нашей продукции были всегда на высоте и  Ваши отзывы указывают нам недостатки, на которые необходимо обратить внимание. Мы действительно проводим работу над своими ошибками и стараемся приносить только положительные эмоции от заказов в нашей компании.  Благодарим Вас за понимание.  С уважением, СушиWok."
1,0,"Пожалуйста верните хоть Фрэш ролл1! Без него,ну никак..вся семья обожает,я уже не говорю про супер вкусный Фрэш ролл 2(запеченый),который вы убрали год назад....и еще куда то делся запеченый с грибами шитаке...((( зачем вы всё самое вкусное перестали продавать..очень не хочется Вас менять на другие  суши  ,но теперь заказываем без особого интереса"
0,0,"Как много людей просят вернуть Фрэш ролл......сделайте хотя бы альтернативу с яблоком что нибудь,кисленькое..."
0,2,"Уважаемая Varvara Gormuleva ! Благодарим Вас за отзыв. 1 июня произошло летнее обновление меню. К сожалению, Фреш ролл вывели из меню, так как он пользовался минимальной популярностью у наших клиентов. Но мы обязательно учтем Ваше пожелание и сделаем все возможное для удовольствия наших дорогих клиентов.  С уважением, СушиWok."
0,0,"Ксения, когда открытие в Миассе?"
0,2,"Уважаемый Кирилл Антохин! В ближайшее время открытие магазина в Миассе не планируется. Информацию о новых магазинах Вы можете получить на нашем сайте в разделе  Скоро открытие  http: sushiwok.ru chel addresses .  С уважением, СушиWok."
0,0,"Очень всех радуют наборы роллов. Но последнее время уж очень хочется обычные суши! Но по отдельности их покупать дорого. Вот был бы такой наборчик... Лосось, Угорь, креветка.. набор из обычных сушин)"
0,2,"Уважаемая Ксения Андерсен! Мы обязательно рассмотрим Ваше предложение и постараемся создать максимально комфортные условия для наших дорогих клиентов.  С уважением, СушиWok."
2,0,Сделайте чтонебудь похожее на фреш ролл
0,2,"Уважаемая Виктория Исакова! Мы обязательно примем во внимание Ваше пожелание и постараемся сделать все возможное для Вашего удовольствия.  С уважением, СушиWok."
0,2,Добрый день!  А подскажите в день рождение есть акция какая нибудь?))
0,2,"Уважаемый Игорь Лаванян! Если Вы являетесь владельцем Карты Друга, Вы можете получить в подарок 1 из 4  роллов три дня до своего Дня Рождения и три дня после. Более подробную информацию Вы можете уточнить у наших операторов.   С уважением, СушиWok."
0,0,"Сегодня все очень вкусно и вовремя: роллы большие, свежие) попросила роллы без добавления огурца, все сделали как нужно) заказывала по телефону, забирала сама на Наличной 49. Спасибо, не роняйте планку)"
0,2,"Уважаемая Полина Байкалова! Спасибо Вам за приятный отзыв. Мы всегда стараемся держать сервис и качество на высоте.  С уважением, СушиWok."
0,2,как получить карту друга?
0,2,"Уважаемая Ксения Петрова!Карту Вы сможете получить в любом из наших магазинов при заказе на сумму 1000 рублей.  Начальная скидка по Карте составляет 5 , максимальная скидка   20 . Скидка не распространяется на акционные позиции, китайскую кухню и напитки. С нетерпением ждем Ваших заказов!  С уважением, СушиWok."
0,0,"не знаю, писали ли уже об этом, но сделайте, наконец, хоть один бизнес ланч без курицы и без мяса. Значок  вегетарианское блюдо  в меню есть, значит как минимум хозяину бизнеса известно о таком явлении)) не один мой знакомый сетует на то, что покупал бы в СушиWok ланчи, если бы они не были все как на подбор мясными."
0,2,"Уважаемая Сюзанна Серобян! Благодарим за отзыв. Мы обязательно учтем Ваше пожелание по поводу расширения ассортимента вегетарианский позиций, и смеем надеяться, что в  будущем у Вас появится возможность найти блюдо, которое будет Вам по душе!  С уважением, СушиWok."
1,0,Здравствуйте! Мы очень уважаем запеченые роллы). Всегда берем Сахару или Жару. Хотелось бы пополнения ассортимента наборов из запеченых  роллов. Уж очень вкусно)
0,2,"Уважаемая Оксана Кузьмина!Спасибо Вам за проявленный интерес и поддержку! 1 июня состоялось летнее обновление меню. Для ценителей запеченных роллов  в ассортименте появились такие наборы как: Мини сет 1 и Мини сет 6. Мы обязательно примем во внимание Ваши пожелания и постараемся порадовать Вас нашими будущими новинками. Оставайтесь с нами!  С уважением, СушиWok."
0,0,"С точки зрения качества все превосходно, но очень часто трубку не берут вообще по 20 минут, сколько не звони. При этом бывает так что потом перезваниваешь в 100ый раз и все операторы оказываются волшебным образом заняты, что странно("
0,2,"Уважаемый Lev Sakulin!Примите наши извинения за предоставленные неудобства. Из за большого количества звонков линия  перегружена, но мы всегда делаем все возможное, чтобы как можно скорее исправить данную ситуацию и не оставить не один звонок без внимания.   В такие моменты мы искренне всей командой переживаем не меньше Вас. Будем работать над ошибками, чтобы видеть Ваши заказы чаще!  С уважением, СушиWok."
0,0,Здравствуйте. Могу ли я сделать заказ к определенному времени и забрать его лично в вашем магазине?
0,2,"Уважаемая Олеся Пронина! Да, Вы можете оформить заказ по телефону и забрать его в любое удобное для Вас время. С нетерпением ждем от Вас заказов.  С уважением, СушиWok."
0,0,"В данный момент ожидаем заказ по адресу Чернышевский пр. д.9. Девушка уведомила нас о времени ожидания   20 минут. Заказ мы ждем уже 40. Когда прошло 30 минут нас оповестили о том, что роллы еще запекаются. Заказали мы Мини Сет 1 и Крабик Hot. Хотелось бы чтобы вы учли нашу жалобу, уточняйте время приготовления точнее, либо стремитесь к тому, чтобы заказы были приготовлены вовремя. Спасибо!"
0,2,"Уважаемая Алина Афанасьева! Спасибо Вам за оставленный отзыв. Мы работаем над своими ошибками  и благодаря Вам становимся только лучше. Мы обязательно учтем Ваше замечание и будем стараться приносить только положительные эмоции  при заказах в нашей компании. Для удобства Вы можете оформить заказ по телефону и забрать его в любое удобное для Вас время.  С уважением, СушиWok."
0,0,"Добрый день, подскажите, пожалуйста, условия получения ролла в подарок при наличии вашего официального приложения. Важна сумма заказа или нет? И как часто ей можно получить подарок: за каждый заказ или раз в день?"
0,2,"Уважаемая Светлана Сейберт!  Данная акция действует во всех наших магазинах.   Подарок предоставляется при каждом заказе свыше 300 рублей при наличии приложения. Подробности Вы можете уточнить у наших операторов.   С уважением, СушиWok."
0,0,"Доброе время суток!мы очень часто приходим в суши вок,качество отличное, с доставкой на дом тоже проблем нет,но если же мы хотим забрать заказ сами....оператор называет время через которое мы можем забрать наш заказ,однако, когда приходим в магазин,вынуждены ждать свой заказ ещё не менее двадцати минут,крайне не приятно!"
0,2,"Уважаемые Анна И Александр Мергасовы ! Спасибо Вам за оставленный отзыв. Наша компания каждый день работает над тем, чтобы лишь улучшать качество и сервис, и Ваши отзывы указывают нам недостатки, на которые необходимо обратить внимание. Мы надеемся, что несмотря на полученные неприятные впечатления, Вы все же останетесь в числе наших постоянных клиентов.  С уважением, СушиWok."
0,0,Подскажите а ролл в подарок от какой суммы? Г.пермь
0,2,"Уважаемая Ирина Шайнурова! Ролл в подарок Вы можете получить при заказе от 700 рублей. С нетерпением ждем вас в наших магазинах.  С уважением, СушиWok."
0,2,"Подскажите пожалуйста, у вас есть акция по поводу дня рождения, но если у меня нет карты но есть у моего друга, то на меня будет распространяться ?"
0,2,"Уважаемая Светлана Серых! Акция действует только при наличии собственной Карты Друга. Вы можете получить данную карту в любом из наших магазинов.   С уважением, СушиWok."
0,2,Здравствуйте!  А как и где можно забрать сертификат ? (  http: vk.com wall160451684 1039  ) г.Уфа
0,0,"Здравствуйте  )  Подумайте над тем, чтобы сделать сет только из суши. Я думаю, он бы пользовался популярностью)"
0,0,Почему нет вас в Калининграде? Пожалуйста появитесь там! Будем ждать
0,2,"Уважаемая Мария Долгих! Мы обязательно примем к сведению ваше предложение.  С уважением ,СушиWok."
0,2,"Уважаемая Мария Бартасевич! Надеемся, что уже в ближайшее время мы сможем порадовать Вас нашей продукцией в Калининграде.   С уважением ,СушиWok."
0,0,"Выше я писала о не приятной ситуации с заказом.Хочу сказать спасибо за быстрое и вкусное решение ситуации!) Спасибо главному шеф повару Артуру,а так же всему коллективу работающему по адресу Малышева 146. Я продолжаю быть Вашим клиентом,и в планах накопить скидку 20 !"
0,2,"Уважаемая Екатерина Обухова! Спасибо Вам за оставленный отзыв. Мы работаем над своими ошибками и всегда прикладываем максимальные усилия, чтобы загладить нашу вину за возникшие недоразумения. Надеемся, в дальнейшем, Вы будете получать только положительные эмоции при заказах в нашей компании. Слова благодарности обязательно дойдут до адресатов. С нетерпением ждем от Вас новых заказов.  С уважением, СушиWok."
0,0,Заказывали тут в теплом стане Роллы( в воскресенье очереди не было) так нам заказ приготовили за 7 минут!!!!Ну и скорость!Ребята молодцы!!!
0,2,"Уважаемая Рыжуля Ля Ля Ля! Спасибо за Ваш отзыв. Мы безумно счастливы, что наши старания оценены по достоинству. Будем стараться и дальше радовать Вас только отличным качеством работы.  С уважением, СушиWok."
9,0,смысл создавать тему с отзывами если отрицательные отзывы стираются модератором ?
0,2,"Дорогие друзья! Ни один отзыв, как положительный, так и отрицательный не остается без внимания! Мы очень дорожим нашими клиентами и стараемся максимально быстро отреагировать на каждую неприятную ситуацию, чтобы исправить её. Благодаря вашим отзывам нам удается своевременно устранять все  недочеты в нашей работе. В связи с тем, что участились случаи написания отрицательных отзывов недоброжелателями, нам необходимо подтверждать информацию личным сообщением. Благодарим Вас за понимание. Спасибо, что вы остаетесь с нами.  С уважением ,СушиWok."
0,2,а СУШИdok является вашей сетью?
0,2,"Уважаемый Андрей Сиделёв! Сеть наших магазинов называется  СушиWok  и сторонние компании к нам отношения не имеют.   С уважением, СушиWok."
0,0,"Добрый день, есть ли у вас скиди по карте в день рождения?"
0,2,"Уважаемая Ксенюшка Куявская! В честь Дня Рождения, при наличии карты, в подарок 3 дня до и 3 дня после Вы можете получить один из четырех роллов на выбор.   С уважением, СушиWok."
0,2,"Не могли бы ответить на интересующий вопрос?  Сколько у вас стоит купить соевый соус и в каком количестве он идет к покупке, скажем, если делаешь заказ из 5 порций роллов на 2 персоны?"
0,0,"Здравствуйте,все вкусно здорово))У  меня вопрос такой у нас есть карта накопительная как ей пользоваться?а то пол года покупаем скидки нет."
0,2,"Уважаемая Маринка Серегина! Дополнительная порция соевого соуса стоит 30 рублей. К каждому заказу предоставляется на 1 ролл: имбирь 7 г, васаби 2 г, соевый соус при заказе до 500 рублей    100 мл ,при заказе от 500   200 мл.  С уважением, СушиWok."
0,2,"Уважаемая Анна Кузьмицкая! Спасибо за Ваш отзыв. Нам очень приятно, что Вам пришлась по вкусу наша продукция. Всю информацию по Вашей карте Вы можете уточнить по телефону 653 63 63 или в любом из наших магазинов.   С уважением, СушиWok."
0,0,"Добрый день. Я уже давно постоянный ваш клиент на доставку. И вот теперь сложилась ситуация, что я переезжаю в район метро Девяткино, то есть по сути в Ленобласть. Скажите, придется ли распрощаться с вашими суши?"
0,2,"Уважаемая Полина Рязанова! Компания СушиWok принимает заказы на доставку в район м. Девяткино.  Более подробную информацию по адресам и стоимости доставки Вы можете уточнить  у наших операторов по номеру: (812) 570 70 70.  С уважением, СушиWok."
0,0,"Добрый вечер! Сегодня делала заказ на индустриальном проспекте и взяла домой коробочку с лапшой, в добавок я попросила добавить грибы и сыр гауда. Пришла домой, открыла свой заказ и сыра в нем не увидела. Номер чека: 4193 от 19,06,14 19:52 ч"
0,2,"Уважаемая Элька Овдина!Примите наши искренние извинения за предоставленные неудобства. Обещаем исправиться и в дальнейшем таких промахов не будет!  С уважением, СушиWok."
0,0,"Подскажите пожалуйста,действует ли акция  установи приложение на телефон,покажи его и получил ролл в подарок? Можно ли установить на планшет? Какая минимальная сумма заказа должна быть в данном случае?"
0,2,"Уважаемая Анечка Островная! Акция  Мобильное приложение  действует во всех наших магазинах при заказе от 300 рублей. Да, Вы можете установить данное приложение на планшет.   С уважением, СушиWok."
0,2,Акция установи приложение действительна только для владельцев карт?
0,2,"Уважаемая Александра Богданова! Данной акцией могут воспользоваться все наши клиенты.  С уважением, СушиWok."
0,2,"Уважаемая Анечка Островная! Спасибо за Ваш отзыв. Рады, что Вы остались довольны качеством нашей продукции.  Очень надеемся, что такое  знакомство  никак не повлияет на дальнейшее сотрудничество.   С уважением, СушиWok."
0,2,"Здравствуйте, а что за акция с мобильным приложением?))"
2,2,"Уважаемая Люля Шаймарданова! Вы можете скачать мобильное приложение СушиWoк и при заказе от 300 рублей получить ролл  в подарок. Данная акция действует во всех наших магазинах.  С уважением, СушиWok."
0,2,"Уважаемая Даша Морозова! Да, подарок предоставляется при каждом заказе свыше 300 рублей при наличии приложения. Более подробную информацию Вы можете получить у наших операторов по тел: (499) 754 44 44.  С уважением, СушиWok."
0,2,"Уважаемая Юля Матюша! К сожалению, в Вашем городе данная акция не проходит. Для уточнения информации по акциям Вы можете обратиться в любой из наших магазинов.  С уважением, СушиWok."
0,2,"Уважаемая Даша Морозова! Все отзывы сохраняются в полном объеме. Заказ можно оформить через колл центр  и прийти к оговоренному времени. Или непосредственно в магазине и ожидать приготовления.    С уважением, СушиWok."
0,0,Здравствуйте)) Есть к вам несколько вопросов))  1)как узнать о ваших акциях ? 2)Скидочные карты 3)Как работает доставка ?
0,0,Есть ли возможность открыть Суши вок в Серпухове? А желательно в Протвино?
0,2,"Уважаемый Денис Попов! Всю подробную информацию Вы можете уточнить на нашем интернет сайте, перейдя по ссылке http: sushiwok.ru .  С уважением, СушиWok."
0,2,"Уважаемая Юлия Дробышева! В ближайшее время не планируется открытие магазина в Серпухове, но мы надеемся, что со временем мы сможем порадовать Вас нашей продукцией. Благодарим за понимание.  С уважением, СушиWok."
0,0,"Добрый день!  Возник вопрос с оператором доставки: Она не смогла включить в заказ спайси соус 200 грамм. Аргументировав это тем, что может включить в доставку только СЕМЬ баночек по 30грамм.  До этого делали заказы и вопросов никогда не возникало.  В чем проблема?  Так же она не предоставила информацию о своих данных: ни оераторский номер, ни фамилию.  номер заказа 111 470 411, от которого я отказалась"
0,0,"В продолжение моего сообщения: 200 грамм соуса стоят 120 рублей а СЕМЬ баночек по 50 рублей, получается 350 рублей."
0,2,"Уважаемая Ольга Соколова! На доставку предусмотрен объем соуса 30 мл. Если Вы оформляете заказ на вынос, тогда объем соуса увеличивается. Благодарим Вас за понимание.  С уважением, СушиWok."
3,0,А хамское поведение в подарок. Спасибо.
1,0,Здравствуйте хотелось бы увидеть в Вашем меню японский омлет с угрём
1,2,"Уважаемая Ольга Азарченкова!Благодарим Вас за ценное предложение!. При следующем обновлении меню мы обязательно учтем все  пожелания наших дорогих клиентов и постараемся порадовать нашими новинками. Оставайтесь с нами!  С уважением, СушиWok."
0,2,"Уважаемая Ольга! Мы приносим Вам свои извинения за предоставленные неудобства. Обязательно проведем беседу с нашими операторами и предотвратим повторное появление хамства.  С уважением, СушиWok."
2,0,Сделайте ореховый соус 30 рублей 30г посмотрите пожалуйста это предложение
0,2,"Уважаемая Виктория Исакова! Спасибо Вам за предложение, мы обязательно его рассмотрим!  С уважением, СушиWok."
0,2,Где узнать о ваших акциях ?? На сайте ничего неуказанно.
0,2,"Уважаемая Лидочка Попова! с нашими акциями Вы можете ознакомиться на нашем сайте http: sushiwok.ru spb shopstock  или по телефону 570 70 70.  С уважением, СушиWok."
0,0,"Очень жаль,что убрали из меню набор супер сет((("
0,2,"Уважаемая Наталья Шарова! 1  июня произошло летнее обновление меню. Искренне жаль, что Ваш любимый набор  не остался в ассортименте. Однако новое меню очень разнообразное, надеемся, Вы оцените по достоинству наши новинки.  С уважением, СушиWok."
1,0,"Верните старый ланч, сейчас вместо коробочки лапшу просто насыпают в контейнер вместе с салатом и роллом, цены растут а качество падает, очень разочарован, если так дальше пойдет, придется в другом месте брать"
0,2,"Уважаемый Иван Пунга! Спасибо Вам за оставленный отзыв. Мы каждый день работаем над развитием нашей компании и для нас важно Ваше мнение. Мы обязательно исправим все ошибки и надеемся, что Вы обратитесь к нам еще не один раз!  С уважением, СушиWok."
0,2,"Это правда, что доставка только от 350 рублей? На сайте информацию не нашла."
0,2,"Уважаемая Вероника Уфа Попова! В г.Уфа минимальной суммы для заказа нет, но доставка платная. Стоимость доставки 100 рублей, при наличии Карты Друга   50 рублей.  С уважением, СушиWok."
0,0,Откройтесь пожалуйста в Калининграде!
1,2,"Уважаемая Вероника Уфа Попова! Спасибо Вам за предоставленную информацию. Обещаем исправиться и только радовать Вас в дальнейшем.  С уважением, СушиWok."
0,0,"нам очень нравятся и суши,и обслуживание, и цены,и качество все просто супер!!!в нашем городе это самые замечательные суши!!!спасибо!Апатиты. МУРМАНСКАЯ ОБЛАСТЬ."
0,0,"Очень плохо что во Всеволожске заказы начинают принимать только в 10:00.Почему во Всеволожск нельзя заказы принимать заранее? Когда звонишь в 10:00 приходится висеть на линии по 20 минут дожидаться ответ оператора.. Сделайте что нибудь,экономьте время своих клиентов!)))"
